Código;Descrição;Qtde;Un;Vl Unit;Vl Total;
0400006;CHAVE TETRA/DOBERMANN;1;UN;20;20,00;
0020962;FECHADURA PADO 1000 BX TETRA SIMPLES OX PAD 57021092;1;UN;114,2;114,20;
Valor total R$;134,20;
Estabelecimento;FERRAGENS BIONDO LTDA;
