Código;Descrição;Qtde;Un;Vl Unit;Vl Total;
110387;BEPAN DER PRO LABI F50;1;UN;32;32,00;
30224;NISTAT OX ZINCO NQG60G;1;UN;24,09;24,09;
Valor total R$;56,09;
Estabelecimento;RAIADROGASIL S.A.;
