Código;Descrição;Qtde;Un;Vl Unit;Vl Total;
0762111364364;CAFE STARBUCKS HOUSE BLEND 250G;1;UN;26,9;26,90;
7896333011706;AZ ITA MERCATTO EV 500ML;1;UN;22,9;22,90;
Valor total R$;49,80;
Estabelecimento;COMPANHIA ZAFFARI COMERCIO E INDUSTRIA;
