Código;Descrição;Qtde;Un;Vl Unit;Vl Total;
4676611;JAQUETA .;1;UN;698;698,00;
Valor total R$;698,00;
Estabelecimento;MAGAZINE MODA VIVA LTDA - MATRIZ;
