Código;Descrição;Qtde;Un;Vl Unit;Vl Total;
100753003;HIDROLIGHT PALMAR MINI PALMA PRETO TAM.M;1;PR;29,99;29,99;
128782004;NIKE MOLETOM SPORTSWEAR CLUB FLEECE TAM.M;1;UN;349,99;349,99;
Valor total R$;379,98;
Estabelecimento;ARCO SUL ARTIGOS DE VESTUARIO LTDA;
