Código;Descrição;Qtde;Un;Vl Unit;Vl Total;
35336;CHIMICHURRI DEL GOURMET DELOSANDES 30G;1;UN;2,98;2,98;
28719;BIFE  MILANESA DE GADO;0,2679;KG;49,9;13,37;
3930;BITTER SANGGALO 900ML;1;UN;34,9;34,90;
40167;ESPETOS DE BAMBU PARA CHURRASCO BILLA 10;1;UN;6,29;6,29;
Valor total R$;57,54;
Estabelecimento;Emporio Minuano Sao Jose Ltda;
