Código;Descrição;Qtde;Un;Vl Unit;Vl Total;
00000017;Molho de tatu (pequeno);1;UN;10;10,00;
00000020;Molho de 4 queijos (pequeno);1;UN;11;11,00;
00000019;Molho pesto (pequeno);3;UN;16;48,00;
00000007;Conquilha 4 queijos;0,508;KG;41;20,83;
00000038;Lasanha de carne com massa de espinafre;0,656;KG;45;29,52;
Valor total R$;119,35;
Estabelecimento;CASA DE MASSAS VO NICE LTDA ME;
