Código;Descrição;Qtde;Un;Vl Unit;Vl Total;
2265570000005;SALMAO ATL INTEIRO;2,6561;KG;62,8;166,80;
7891991300957;CV PATAG IPA LN 355ML;2;UN;5,99;11,98;
7891149107513;CV PATAG WEISSE 355ML;1;UN;5,99;5,99;
7891149107490;CV PATAG AMBER LAGER 355ML;1;UN;5,99;5,99;
Valor total R$;190,76;
Estabelecimento;COMPANHIA ZAFFARI COMERCIO E INDUSTRIA;
