Código;Descrição;Qtde;Un;Vl Unit;Vl Total;
51973;DOCINHO DAMASCO 1;4;UN;1,98;7,92;
50392;DOCINHO DE CAFE 1;2;UN;1,98;3,96;
50383;DOCINHO CAMAFEU C;2;UN;1,98;3,96;
51149;FATIA TORTA KG;0,08;KG;69;5,52;
51136;LASANHA DE CARNE;0,3339;KG;36;12,02;
51139;LASANHA DE QUATRO;0,3919;KG;36;14,11;
50613;MOLHO FUNGHI 300G;1;UN;23,5;23,50;
Valor total R$;70,99;
Estabelecimento;Confeitaria Q Delicia Ltda.;
