Código;Descrição;Qtde;Un;Vl Unit;Vl Total;
50137;CACHORRO QNTE 6OG;10;UN;2,9;29,00;
52111;QUICHE DE ALHO PO;1;UN;19,9;19,90;
50381;DOCINHO BRANQUINH;2;UN;1,25;2,50;
50383;DOCINHO CAMAFEU C;2;UN;1,98;3,96;
50389;DOCINHO CEREJA 15;2;UN;1,98;3,96;
50392;DOCINHO DE CAFE 1;2;UN;1,98;3,96;
51973;DOCINHO DAMASCO 1;2;UN;1,98;3,96;
52081;BOLO DE AIPIM UNI;1;UN;9,9;9,90;
Valor total R$;77,14;
Estabelecimento;Confeitaria Q Delicia Ltda.;
