Código;Descrição;Qtde;Un;Vl Unit;Vl Total;
20466;PAO DE QUEIJO GRANDE;1;UN;4,5;4,50;
20147;PASTEL DE FRANGO;2;UN;3,5;7,00;
20005;CAPPUCCINO ITALIANO;1;UN;7,5;7,50;
Valor total R$;19,00;
Estabelecimento;FUNDACAO UNIVERSIDADE DE CAXIAS DO SUL;
