Código;Descrição;Qtde;Un;Vl Unit;Vl Total;
20005;CAPPUCCINO ITALIANO;1;UN;7,5;7,50;
20009;PASTEL DE CARNE;3;UN;3,5;10,50;
Valor total R$;18,00;
Estabelecimento;FUNDACAO UNIVERSIDADE DE CAXIAS DO SUL;
